version,filepath,label
1.0,django/__init__.py,clean
1.0,django/bin/__init__.py,clean
1.0,django/bin/compile-messages.py,clean
1.0,django/bin/daily_cleanup.py,clean
1.0,django/bin/django-admin.py,clean
1.0,django/bin/make-messages.py,clean
1.0,django/bin/profiling/__init__.py,clean
1.0,django/bin/profiling/gather_profile_stats.py,clean
1.0,django/bin/unique-messages.py,clean
1.0,django/conf/__init__.py,clean
1.0,django/conf/app_template/__init__.py,clean
1.0,django/conf/app_template/models.py,clean
1.0,django/conf/app_template/views.py,clean
1.0,django/conf/global_settings.py,clean
1.0,django/conf/project_template/__init__.py,clean
1.0,django/conf/project_template/manage.py,clean
1.0,django/conf/project_template/settings.py,clean
1.0,django/conf/project_template/urls.py,clean
1.0,django/conf/urls/__init__.py,clean
1.0,django/conf/urls/defaults.py,clean
1.0,django/conf/urls/i18n.py,clean
1.0,django/conf/urls/shortcut.py,clean
1.0,django/contrib/__init__.py,clean
1.0,django/contrib/admin/__init__.py,clean
1.0,django/contrib/admin/filterspecs.py,buggy
1.0,django/contrib/admin/helpers.py,buggy
1.0,django/contrib/admin/models.py,clean
1.0,django/contrib/admin/options.py,buggy
1.0,django/contrib/admin/sites.py,buggy
1.0,django/contrib/admin/templatetags/__init__.py,clean
1.0,django/contrib/admin/templatetags/admin_list.py,buggy
1.0,django/contrib/admin/templatetags/admin_modify.py,clean
1.0,django/contrib/admin/templatetags/adminmedia.py,clean
1.0,django/contrib/admin/templatetags/log.py,buggy
1.0,django/contrib/admin/util.py,clean
1.0,django/contrib/admin/validation.py,buggy
1.0,django/contrib/admin/views/__init__.py,clean
1.0,django/contrib/admin/views/decorators.py,clean
1.0,django/contrib/admin/views/main.py,buggy
1.0,django/contrib/admin/views/template.py,clean
1.0,django/contrib/admin/widgets.py,clean
1.0,django/contrib/admindocs/__init__.py,clean
1.0,django/contrib/admindocs/urls.py,clean
1.0,django/contrib/admindocs/utils.py,buggy
1.0,django/contrib/admindocs/views.py,buggy
1.0,django/contrib/auth/__init__.py,clean
1.0,django/contrib/auth/admin.py,clean
1.0,django/contrib/auth/backends.py,clean
1.0,django/contrib/auth/create_superuser.py,clean
1.0,django/contrib/auth/decorators.py,clean
1.0,django/contrib/auth/forms.py,buggy
1.0,django/contrib/auth/handlers/__init__.py,clean
1.0,django/contrib/auth/handlers/modpython.py,clean
1.0,django/contrib/auth/management/__init__.py,clean
1.0,django/contrib/auth/management/commands/__init__.py,clean
1.0,django/contrib/auth/management/commands/createsuperuser.py,clean
1.0,django/contrib/auth/middleware.py,clean
1.0,django/contrib/auth/models.py,clean
1.0,django/contrib/auth/tests/__init__.py,clean
1.0,django/contrib/auth/tests/basic.py,clean
1.0,django/contrib/auth/tests/forms.py,clean
1.0,django/contrib/auth/tests/tokens.py,clean
1.0,django/contrib/auth/tests/views.py,buggy
1.0,django/contrib/auth/tokens.py,clean
1.0,django/contrib/auth/urls.py,clean
1.0,django/contrib/auth/views.py,buggy
1.0,django/contrib/comments/__init__.py,clean
1.0,django/contrib/comments/admin.py,clean
1.0,django/contrib/comments/feeds.py,clean
1.0,django/contrib/comments/forms.py,buggy
1.0,django/contrib/comments/managers.py,clean
1.0,django/contrib/comments/models.py,clean
1.0,django/contrib/comments/signals.py,clean
1.0,django/contrib/comments/templatetags/__init__.py,clean
1.0,django/contrib/comments/templatetags/comments.py,clean
1.0,django/contrib/comments/urls.py,clean
1.0,django/contrib/comments/views/__init__.py,clean
1.0,django/contrib/comments/views/comments.py,buggy
1.0,django/contrib/comments/views/moderation.py,clean
1.0,django/contrib/comments/views/utils.py,clean
1.0,django/contrib/contenttypes/__init__.py,clean
1.0,django/contrib/contenttypes/generic.py,clean
1.0,django/contrib/contenttypes/management.py,clean
1.0,django/contrib/contenttypes/models.py,clean
1.0,django/contrib/contenttypes/tests.py,clean
1.0,django/contrib/csrf/__init__.py,clean
1.0,django/contrib/csrf/middleware.py,clean
1.0,django/contrib/databrowse/__init__.py,clean
1.0,django/contrib/databrowse/datastructures.py,clean
1.0,django/contrib/databrowse/plugins/__init__.py,clean
1.0,django/contrib/databrowse/plugins/calendars.py,clean
1.0,django/contrib/databrowse/plugins/fieldchoices.py,clean
1.0,django/contrib/databrowse/plugins/objects.py,clean
1.0,django/contrib/databrowse/sites.py,clean
1.0,django/contrib/databrowse/urls.py,clean
1.0,django/contrib/databrowse/views.py,clean
1.0,django/contrib/flatpages/__init__.py,clean
1.0,django/contrib/flatpages/admin.py,clean
1.0,django/contrib/flatpages/middleware.py,clean
1.0,django/contrib/flatpages/models.py,clean
1.0,django/contrib/flatpages/urls.py,clean
1.0,django/contrib/flatpages/views.py,clean
1.0,django/contrib/formtools/__init__.py,clean
1.0,django/contrib/formtools/models.py,clean
1.0,django/contrib/formtools/preview.py,clean
1.0,django/contrib/formtools/test_urls.py,clean
1.0,django/contrib/formtools/tests.py,clean
1.0,django/contrib/formtools/utils.py,clean
1.0,django/contrib/formtools/wizard.py,clean
1.0,django/contrib/gis/__init__.py,clean
1.0,django/contrib/gis/admin/__init__.py,clean
1.0,django/contrib/gis/admin/options.py,clean
1.0,django/contrib/gis/admin/widgets.py,clean
1.0,django/contrib/gis/db/__init__.py,clean
1.0,django/contrib/gis/db/backend/__init__.py,clean
1.0,django/contrib/gis/db/backend/adaptor.py,clean
