version,filepath,label
1.9,django/__init__.py,clean
1.9,django/__main__.py,clean
1.9,django/apps/__init__.py,clean
1.9,django/apps/config.py,clean
1.9,django/apps/registry.py,buggy
1.9,django/bin/django-admin.py,clean
1.9,django/conf/__init__.py,buggy
1.9,django/conf/app_template/__init__.py,clean
1.9,django/conf/app_template/admin.py,clean
1.9,django/conf/app_template/apps.py,clean
1.9,django/conf/app_template/migrations/__init__.py,clean
1.9,django/conf/app_template/models.py,clean
1.9,django/conf/app_template/tests.py,clean
1.9,django/conf/app_template/views.py,clean
1.9,django/conf/global_settings.py,buggy
1.9,django/conf/locale/__init__.py,buggy
1.9,django/conf/locale/ar/__init__.py,clean
1.9,django/conf/locale/ar/formats.py,clean
1.9,django/conf/locale/az/__init__.py,clean
1.9,django/conf/locale/az/formats.py,buggy
1.9,django/conf/locale/bg/__init__.py,clean
1.9,django/conf/locale/bg/formats.py,clean
1.9,django/conf/locale/bn/__init__.py,clean
1.9,django/conf/locale/bn/formats.py,clean
1.9,django/conf/locale/bs/__init__.py,clean
1.9,django/conf/locale/bs/formats.py,clean
1.9,django/conf/locale/ca/__init__.py,clean
1.9,django/conf/locale/ca/formats.py,clean
1.9,django/conf/locale/cs/__init__.py,clean
1.9,django/conf/locale/cs/formats.py,buggy
1.9,django/conf/locale/cy/__init__.py,clean
1.9,django/conf/locale/cy/formats.py,buggy
1.9,django/conf/locale/da/__init__.py,clean
1.9,django/conf/locale/da/formats.py,clean
1.9,django/conf/locale/de/__init__.py,clean
1.9,django/conf/locale/de/formats.py,buggy
1.9,django/conf/locale/de_CH/__init__.py,clean
1.9,django/conf/locale/de_CH/formats.py,buggy
1.9,django/conf/locale/el/__init__.py,clean
1.9,django/conf/locale/el/formats.py,buggy
1.9,django/conf/locale/en/__init__.py,clean
1.9,django/conf/locale/en/formats.py,buggy
1.9,django/conf/locale/en_AU/__init__.py,clean
1.9,django/conf/locale/en_AU/formats.py,buggy
1.9,django/conf/locale/en_GB/__init__.py,clean
1.9,django/conf/locale/en_GB/formats.py,buggy
1.9,django/conf/locale/eo/__init__.py,clean
1.9,django/conf/locale/eo/formats.py,buggy
1.9,django/conf/locale/es/__init__.py,clean
1.9,django/conf/locale/es/formats.py,clean
1.9,django/conf/locale/es_AR/__init__.py,clean
1.9,django/conf/locale/es_AR/formats.py,clean
1.9,django/conf/locale/es_CO/__init__.py,clean
1.9,django/conf/locale/es_CO/formats.py,clean
1.9,django/conf/locale/es_MX/__init__.py,clean
1.9,django/conf/locale/es_MX/formats.py,clean
1.9,django/conf/locale/es_NI/__init__.py,clean
1.9,django/conf/locale/es_NI/formats.py,clean
1.9,django/conf/locale/es_PR/__init__.py,clean
1.9,django/conf/locale/es_PR/formats.py,clean
1.9,django/conf/locale/et/__init__.py,clean
1.9,django/conf/locale/et/formats.py,buggy
1.9,django/conf/locale/eu/__init__.py,clean
1.9,django/conf/locale/eu/formats.py,buggy
1.9,django/conf/locale/fa/__init__.py,clean
1.9,django/conf/locale/fa/formats.py,clean
1.9,django/conf/locale/fi/__init__.py,clean
1.9,django/conf/locale/fi/formats.py,buggy
1.9,django/conf/locale/fr/__init__.py,clean
1.9,django/conf/locale/fr/formats.py,buggy
1.9,django/conf/locale/fy/__init__.py,clean
1.9,django/conf/locale/fy/formats.py,clean
1.9,django/conf/locale/ga/__init__.py,clean
1.9,django/conf/locale/ga/formats.py,clean
1.9,django/conf/locale/gd/__init__.py,clean
1.9,django/conf/locale/gd/formats.py,clean
1.9,django/conf/locale/gl/__init__.py,clean
1.9,django/conf/locale/gl/formats.py,clean
1.9,django/conf/locale/he/__init__.py,clean
1.9,django/conf/locale/he/formats.py,clean
1.9,django/conf/locale/hi/__init__.py,clean
1.9,django/conf/locale/hi/formats.py,clean
1.9,django/conf/locale/hr/__init__.py,clean
1.9,django/conf/locale/hr/formats.py,buggy
1.9,django/conf/locale/hu/__init__.py,clean
1.9,django/conf/locale/hu/formats.py,buggy
1.9,django/conf/locale/id/__init__.py,clean
1.9,django/conf/locale/id/formats.py,buggy
1.9,django/conf/locale/is/__init__.py,clean
1.9,django/conf/locale/is/formats.py,clean
1.9,django/conf/locale/it/__init__.py,clean
1.9,django/conf/locale/it/formats.py,buggy
1.9,django/conf/locale/ja/__init__.py,clean
1.9,django/conf/locale/ja/formats.py,clean
1.9,django/conf/locale/ka/__init__.py,clean
1.9,django/conf/locale/ka/formats.py,buggy
1.9,django/conf/locale/km/__init__.py,clean
1.9,django/conf/locale/km/formats.py,clean
1.9,django/conf/locale/kn/__init__.py,clean
1.9,django/conf/locale/kn/formats.py,clean
1.9,django/conf/locale/ko/__init__.py,clean
1.9,django/conf/locale/ko/formats.py,buggy
1.9,django/conf/locale/lt/__init__.py,clean
1.9,django/conf/locale/lt/formats.py,buggy
1.9,django/conf/locale/lv/__init__.py,clean
1.9,django/conf/locale/lv/formats.py,buggy
1.9,django/conf/locale/mk/__init__.py,clean
1.9,django/conf/locale/mk/formats.py,buggy
1.9,django/conf/locale/ml/__init__.py,clean
1.9,django/conf/locale/ml/formats.py,buggy
1.9,django/conf/locale/mn/__init__.py,clean
1.9,django/conf/locale/mn/formats.py,clean
1.9,django/conf/locale/nb/__init__.py,clean
1.9,django/conf/locale/nb/formats.py,buggy
1.9,django/conf/locale/nl/__init__.py,clean
1.9,django/conf/locale/nl/formats.py,buggy
1.9,django/conf/locale/nn/__init__.py,clean
1.9,django/conf/locale/nn/formats.py,buggy
1.9,django/conf/locale/pl/__init__.py,clean
1.9,django/conf/locale/pl/formats.py,buggy
1.9,django/conf/locale/pt/__init__.py,clean
1.9,django/conf/locale/pt/formats.py,buggy
1.9,django/conf/locale/pt_BR/__init__.py,clean
1.9,django/conf/locale/pt_BR/formats.py,buggy
1.9,django/conf/locale/ro/__init__.py,clean
1.9,django/conf/locale/ro/formats.py,clean
1.9,django/conf/locale/ru/__init__.py,clean
1.9,django/conf/locale/ru/formats.py,buggy
1.9,django/conf/locale/sk/__init__.py,clean
1.9,django/conf/locale/sk/formats.py,buggy
1.9,django/conf/locale/sl/__init__.py,clean
1.9,django/conf/locale/sl/formats.py,buggy
1.9,django/conf/locale/sq/__init__.py,clean
1.9,django/conf/locale/sq/formats.py,clean
1.9,django/conf/locale/sr/__init__.py,clean
1.9,django/conf/locale/sr/formats.py,buggy
1.9,django/conf/locale/sr_Latn/__init__.py,clean
1.9,django/conf/locale/sr_Latn/formats.py,buggy
1.9,django/conf/locale/sv/__init__.py,clean
1.9,django/conf/locale/sv/formats.py,buggy
1.9,django/conf/locale/ta/__init__.py,clean
1.9,django/conf/locale/ta/formats.py,clean
1.9,django/conf/locale/te/__init__.py,clean
1.9,django/conf/locale/te/formats.py,clean
1.9,django/conf/locale/th/__init__.py,clean
1.9,django/conf/locale/th/formats.py,clean
1.9,django/conf/locale/tr/__init__.py,clean
1.9,django/conf/locale/tr/formats.py,buggy
1.9,django/conf/locale/uk/__init__.py,clean
1.9,django/conf/locale/uk/formats.py,clean
1.9,django/conf/locale/vi/__init__.py,clean
1.9,django/conf/locale/vi/formats.py,clean
1.9,django/conf/locale/zh_Hans/__init__.py,clean
1.9,django/conf/locale/zh_Hans/formats.py,clean
1.9,django/conf/locale/zh_Hant/__init__.py,clean
1.9,django/conf/locale/zh_Hant/formats.py,clean
1.9,django/conf/project_template/manage.py,clean
1.9,django/conf/project_template/project_name/__init__.py,clean
1.9,django/conf/project_template/project_name/settings.py,clean
1.9,django/conf/project_template/project_name/urls.py,buggy
1.9,django/conf/project_template/project_name/wsgi.py,clean
1.9,django/conf/urls/__init__.py,clean
1.9,django/conf/urls/i18n.py,buggy
1.9,django/conf/urls/static.py,clean
1.9,django/contrib/__init__.py,clean
1.9,django/contrib/admin/__init__.py,clean
1.9,django/contrib/admin/actions.py,buggy
1.9,django/contrib/admin/apps.py,clean
1.9,django/contrib/admin/bin/compress.py,clean
1.9,django/contrib/admin/checks.py,buggy
1.9,django/contrib/admin/decorators.py,clean
1.9,django/contrib/admin/exceptions.py,clean
1.9,django/contrib/admin/filters.py,buggy
1.9,django/contrib/admin/forms.py,clean
1.9,django/contrib/admin/helpers.py,buggy
1.9,django/contrib/admin/migrations/0001_initial.py,clean
1.9,django/contrib/admin/migrations/0002_logentry_remove_auto_add.py,clean
1.9,django/contrib/admin/migrations/__init__.py,clean
1.9,django/contrib/admin/models.py,clean
1.9,django/contrib/admin/options.py,buggy
1.9,django/contrib/admin/sites.py,buggy
