version,filepath,label
1.7,django/__init__.py,clean
1.7,django/apps/__init__.py,clean
1.7,django/apps/config.py,buggy
1.7,django/apps/registry.py,buggy
1.7,django/bin/django-2to3.py,clean
1.7,django/bin/django-admin.py,clean
1.7,django/bin/profiling/__init__.py,clean
1.7,django/bin/profiling/gather_profile_stats.py,clean
1.7,django/bin/unique-messages.py,clean
1.7,django/conf/__init__.py,buggy
1.7,django/conf/app_template/__init__.py,clean
1.7,django/conf/app_template/admin.py,clean
1.7,django/conf/app_template/migrations/__init__.py,clean
1.7,django/conf/app_template/models.py,clean
1.7,django/conf/app_template/tests.py,clean
1.7,django/conf/app_template/views.py,clean
1.7,django/conf/global_settings.py,buggy
1.7,django/conf/locale/__init__.py,buggy
1.7,django/conf/locale/ar/__init__.py,clean
1.7,django/conf/locale/ar/formats.py,clean
1.7,django/conf/locale/bg/__init__.py,clean
1.7,django/conf/locale/bg/formats.py,clean
1.7,django/conf/locale/bn/__init__.py,clean
1.7,django/conf/locale/bn/formats.py,clean
1.7,django/conf/locale/bs/__init__.py,clean
1.7,django/conf/locale/bs/formats.py,clean
1.7,django/conf/locale/ca/__init__.py,clean
1.7,django/conf/locale/ca/formats.py,clean
1.7,django/conf/locale/cs/__init__.py,clean
1.7,django/conf/locale/cs/formats.py,buggy
1.7,django/conf/locale/cy/__init__.py,clean
1.7,django/conf/locale/cy/formats.py,buggy
1.7,django/conf/locale/da/__init__.py,clean
1.7,django/conf/locale/da/formats.py,clean
1.7,django/conf/locale/de/__init__.py,clean
1.7,django/conf/locale/de/formats.py,buggy
1.7,django/conf/locale/de_CH/__init__.py,clean
1.7,django/conf/locale/de_CH/formats.py,buggy
1.7,django/conf/locale/el/__init__.py,clean
1.7,django/conf/locale/el/formats.py,buggy
1.7,django/conf/locale/en/__init__.py,clean
1.7,django/conf/locale/en/formats.py,buggy
1.7,django/conf/locale/en_AU/__init__.py,clean
1.7,django/conf/locale/en_AU/formats.py,buggy
1.7,django/conf/locale/en_GB/__init__.py,clean
1.7,django/conf/locale/en_GB/formats.py,buggy
1.7,django/conf/locale/eo/__init__.py,clean
1.7,django/conf/locale/eo/formats.py,buggy
1.7,django/conf/locale/es/__init__.py,clean
1.7,django/conf/locale/es/formats.py,clean
1.7,django/conf/locale/es_AR/__init__.py,clean
1.7,django/conf/locale/es_AR/formats.py,clean
1.7,django/conf/locale/es_MX/__init__.py,clean
1.7,django/conf/locale/es_MX/formats.py,clean
1.7,django/conf/locale/es_NI/__init__.py,clean
1.7,django/conf/locale/es_NI/formats.py,clean
1.7,django/conf/locale/es_PR/__init__.py,clean
1.7,django/conf/locale/es_PR/formats.py,clean
1.7,django/conf/locale/et/__init__.py,clean
1.7,django/conf/locale/et/formats.py,buggy
1.7,django/conf/locale/eu/__init__.py,clean
1.7,django/conf/locale/eu/formats.py,buggy
